Date;ProdCode;ProdName;Quantity
2022-01-02;105;NETTARINE;-3
2022-01-03;1;ANANAS AVION;1
2022-01-03;2;ANANAS MARE;128
2022-01-03;3;ASPARAGI;25
2022-01-03;4;AVOCADO Orig;1517
2022-01-03;5;FRUTTA VARIA;19
2022-01-03;6;ORTAGGI VARI;160
2022-01-03;7;BANANITO MARE;13
2022-01-03;8;BANANITO AVION;3
2022-01-03;9;ERBE AROMATICHE;88
2022-01-03;10;CURCUMA ORIGINALE;1
2022-01-03;11;CARAMBOLA;7
2022-01-03;12;CHERIMOIA;16
2022-01-03;13;CILIEGIE;3
2022-01-03;18;DATTERI MEDJHUL;5
2022-01-03;19;DATTERI VARI;3
2022-01-03;23;INDIVIA BELGA;9
2022-01-03;25;LICIUS MARE;103
2022-01-03;26;LIME AVION;63
2022-01-03;27;MAIS PANNOCCHIE;4
2022-01-03;28;MANGO AVION;122
2022-01-03;29;MANGO NAVE;1531
2022-01-03;31;MELOGRANO MAG;220
2022-01-03;32;MELONI GIALLI;199
2022-01-03;33;MELONI VERDI;1
2022-01-03;36;PAPAYA FORMOSA Orig;109
2022-01-03;38;NASHI;15
2022-01-03;39;NOCI DI COCCO;165
2022-01-03;42;PASSION FRUIT;231
2022-01-03;43;PATATA DOLCE;499
2022-01-03;44;PHISALIS;74
2022-01-03;45;PIMENTO ANTILLE;58
2022-01-03;46;PLATANO;49
2022-01-03;47;POMELO;259
2022-01-03;48;GINGER;171
2022-01-03;49;MANIOCA;15
2022-01-03;50;RAFANO;7
2022-01-03;52;SCALOGNO;51
2022-01-03;53;SEDANO RAPA;7
2022-01-03;54;TAMARINDO DOLCE;6
2022-01-03;55;UVA VARIA;206
2022-01-03;60;EG CURCUMA;4
2022-01-03;67;MELONI CANTALUPO;20
2022-01-03;73;POMPELMI;49
2022-01-03;75;Art Descrittivo;0
2022-01-03;76;ANANAS BABY;6
2022-01-03;79;DATTERI CONGELATI;18
2022-01-03;80;VARI;1
2022-01-03;84;ZUCCHE VARIE;3
2022-01-03;93;VERDURE CINESI;2
2022-01-03;97;TAMARILLO;9
2022-01-03;98;GRANADILLA;4
2022-01-03;99;MARACUJA;16
2022-01-03;100;PITHAIA GIALLA-ROSSA;28
2022-01-03;101;LIME MARE;869
2022-01-03;105;NETTARINE;8
2022-01-03;107;LAMPONI;24
2022-01-03;108;MIRTILLI;96
2022-01-03;111;FRAGOLE;562
2022-01-03;114;ANGURIE;1
2022-01-03;120;TOPINAMBUR;29
2022-01-03;122;LIMONI;46
2022-01-03;125;IMBALLAGGI;102
2022-01-03;127;AVOCADO HASS Orig;1455
2022-01-03;129;FIORI;4
2022-01-03;130;SUCCHI CENTRIFUGATI;60
2022-01-03;131;MACEDONIE ESOTICHE;261
2022-01-03;132;PAPAYA V/A Orig;178
2022-01-03;133;Imballi;89363
2022-01-03;134;CIPOLLINE PELATE;57
2022-01-03;136;MELE;33
2022-01-03;137;RADICI BIANCHE;13
2022-01-03;138;BANANE ROSSE;3
2022-01-03;140;COCCO FRESCO;1
2022-01-03;142;KUMQUAT;2
2022-01-03;145;KIWI MAGA;47
2022-01-03;146;MANDARINI;0
2022-01-03;147;CONTRIBUTI VARI;416
2022-01-03;149;EG RAFANO;1
2022-01-03;151;PROCESSATO SERIATE;0
2022-01-03;153;PATATE;34
2022-01-03;165;CAVOLO CINESE;1
2022-01-03;195;AVOCADO HASS Confez;1693
2022-01-03;207;MINIVERDURE;10
2022-01-03;210;EG BANANE ROSSE;2
2022-01-03;211;EG BANANITO;10
2022-01-03;212;EG CARAMBOLA;10
2022-01-03;214;EG CILIEGIE;1
2022-01-03;215;EG COCCO;331
2022-01-03;216;EG DATTERI;32
2022-01-03;219;EG FRAGOLE;0
2022-01-03;222;EG GRANADILLA;1
2022-01-03;224;EG KIWANO;10
2022-01-03;225;EG KUMQUAT;16
2022-01-03;226;EG LAMPONI;0
2022-01-03;227;EG LICHIUS;114
2022-01-03;228;EG LIME;516
2022-01-03;231;EG LEMONGRASS;5
2022-01-03;232;EG MARACUIA;3
2022-01-03;233;EG MIRTILLI;65
2022-01-03;236;EG NETTARINE;7
2022-01-03;237;EG PATATE DOLCI;14
2022-01-03;239;EG PESCHE;4
2022-01-03;240;EG PHISALIS;109
2022-01-03;241;EG PIMENTO;113
2022-01-03;242;EG PITHAIA GIALLA;1
2022-01-03;243;EG PITHAIA ROSSA;36
2022-01-03;244;EG PLATANO;75
2022-01-03;245;EG POMELO;8
2022-01-03;247;EG RAD GINGER;261
2022-01-03;249;EG RAMBUTAN;2
2022-01-03;252;EG TAMARILLO;4
2022-01-03;253;EG TAMARINDO;9
2022-01-03;254;EG TOPINAMBUR;10
2022-01-03;255;SF COCCO;172
2022-01-03;256;SF GINGER;161
2022-01-03;258;SF MANIOCA;4
2022-01-03;259;SF PLATANO;45
2022-01-03;260;AVOCADO Confez;458
2022-01-03;261;SE MANGO;576
2022-01-03;262;PAPAYA Confez;32
2022-01-03;263;SE ANANAS BABY;7
2022-01-03;264;EG COCCO PRETAGLIATO;20
2022-01-03;265;EG MELOGRANO;8
2022-01-03;266;EG PASSION;237
2022-01-03;271;EG ORTAGGI VARI;2
2022-01-03;279;PAPAYA BAULETTO;1
2022-01-03;281;DISIDRATATO SFUSO;16
2022-01-03;282;EG DISIDRATATO;213
2022-01-03;283;BANANITO ALBANO;41
2022-01-03;284;SE MANGO V/A;125
2022-01-03;285;PAPAYA V/A Confez;71
2022-01-03;300;NEGOZIO BANANITO;21
2022-01-04;2;ANANAS MARE;200
2022-01-04;3;ASPARAGI;2
2022-01-04;4;AVOCADO Orig;1416
2022-01-04;5;FRUTTA VARIA;2
2022-01-04;6;ORTAGGI VARI;74
2022-01-04;7;BANANITO MARE;32
2022-01-04;8;BANANITO AVION;35
2022-01-04;9;ERBE AROMATICHE;1
2022-01-04;11;CARAMBOLA;33
2022-01-04;12;CHERIMOIA;39
2022-01-04;13;CILIEGIE;31
2022-01-04;25;LICIUS MARE;319
2022-01-04;26;LIME AVION;3
2022-01-04;27;MAIS PANNOCCHIE;13
2022-01-04;28;MANGO AVION;113
2022-01-04;29;MANGO NAVE;1987
2022-01-04;31;MELOGRANO MAG;130
2022-01-04;32;MELONI GIALLI;108
2022-01-04;33;MELONI VERDI;6
2022-01-04;36;PAPAYA FORMOSA Orig;174
2022-01-04;38;NASHI;10
2022-01-04;39;NOCI DI COCCO;112
2022-01-04;41;PAPAYA Orig;2
2022-01-04;42;PASSION FRUIT;286
2022-01-04;43;PATATA DOLCE;1905
2022-01-04;44;PHISALIS;62
2022-01-04;45;PIMENTO ANTILLE;57
2022-01-04;46;PLATANO;25
2022-01-04;47;POMELO;102
2022-01-04;48;GINGER;216
2022-01-04;50;RAFANO;1
2022-01-04;51;RAMBUTAN;3
2022-01-04;52;SCALOGNO;16
2022-01-04;53;SEDANO RAPA;2
2022-01-04;54;TAMARINDO DOLCE;1
2022-01-04;55;UVA VARIA;55
2022-01-04;60;EG CURCUMA;10
2022-01-04;67;MELONI CANTALUPO;1
2022-01-04;73;POMPELMI;35
2022-01-04;75;Art Descrittivo;0
2022-01-04;76;ANANAS BABY;29
2022-01-04;80;VARI;8
2022-01-04;89;AGLIO;3
2022-01-04;92;ARANCE;6
2022-01-04;93;VERDURE CINESI;8
2022-01-04;98;GRANADILLA;65
2022-01-04;99;MARACUJA;21
2022-01-04;100;PITHAIA GIALLA-ROSSA;23
2022-01-04;101;LIME MARE;761
2022-01-04;108;MIRTILLI;20
2022-01-04;111;FRAGOLE;80
2022-01-04;114;ANGURIE;3
2022-01-04;120;TOPINAMBUR;6
2022-01-04;122;LIMONI;1
2022-01-04;125;IMBALLAGGI;106
2022-01-04;127;AVOCADO HASS Orig;2240
2022-01-04;130;SUCCHI CENTRIFUGATI;110
2022-01-04;131;MACEDONIE ESOTICHE;239
2022-01-04;132;PAPAYA V/A Orig;297
2022-01-04;133;Imballi;84166
2022-01-04;134;CIPOLLINE PELATE;29
2022-01-04;136;MELE;249
2022-01-04;137;RADICI BIANCHE;20
2022-01-04;138;BANANE ROSSE;12
2022-01-04;139;GOYAVA;1
2022-01-04;140;COCCO FRESCO;1
2022-01-04;141;KIWANO;8
2022-01-04;142;KUMQUAT;6
2022-01-04;145;KIWI MAGA;1
2022-01-04;147;CONTRIBUTI VARI;397
2022-01-04;149;EG RAFANO;1
2022-01-04;151;PROCESSATO SERIATE;1
2022-01-04;153;PATATE;3
2022-01-04;165;CAVOLO CINESE;1
2022-01-04;195;AVOCADO HASS Confez;2230
2022-01-04;210;EG BANANE ROSSE;8
2022-01-04;211;EG BANANITO;11
2022-01-04;212;EG CARAMBOLA;6
2022-01-04;214;EG CILIEGIE;6
2022-01-04;215;EG COCCO;45
2022-01-04;216;EG DATTERI;13
2022-01-04;219;EG FRAGOLE;33
2022-01-04;222;EG GRANADILLA;3
2022-01-04;224;EG KIWANO;16
2022-01-04;225;EG KUMQUAT;5
2022-01-04;227;EG LICHIUS;80
2022-01-04;228;EG LIME;433
2022-01-04;230;EG MANGUSTIN;1
2022-01-04;231;EG LEMONGRASS;4
2022-01-04;237;EG PATATE DOLCI;13
2022-01-04;240;EG PHISALIS;71
2022-01-04;241;EG PIMENTO;58
2022-01-04;242;EG PITHAIA GIALLA;1
2022-01-04;243;EG PITHAIA ROSSA;33
2022-01-04;244;EG PLATANO;53
2022-01-04;245;EG POMELO;3
2022-01-04;247;EG RAD GINGER;262
2022-01-04;248;EG RAD MANIOCA;14
2022-01-04;249;EG RAMBUTAN;2
2022-01-04;252;EG TAMARILLO;2
2022-01-04;253;EG TAMARINDO;8
2022-01-04;254;EG TOPINAMBUR;10
2022-01-04;255;SF COCCO;43
2022-01-04;256;SF GINGER;75
2022-01-04;258;SF MANIOCA;3
2022-01-04;259;SF PLATANO;31
2022-01-04;260;AVOCADO Confez;590
2022-01-04;261;SE MANGO;504
2022-01-04;262;PAPAYA Confez;31
2022-01-04;263;SE ANANAS BABY;9
2022-01-04;264;EG COCCO PRETAGLIATO;19
2022-01-04;265;EG MELOGRANO;12
2022-01-04;266;EG PASSION;199
2022-01-04;269;NOCI DI COCCO BINS;2
2022-01-04;271;EG ORTAGGI VARI;1
2022-01-04;275;EG COCCO DA BERE;4
2022-01-04;282;EG DISIDRATATO;122
2022-01-04;283;BANANITO ALBANO;37
2022-01-04;284;SE MANGO V/A;131
2022-01-04;285;PAPAYA V/A Confez;52
2022-01-04;300;NEGOZIO BANANITO;13
2022-01-05;1;ANANAS AVION;60
2022-01-05;2;ANANAS MARE;254
2022-01-05;4;AVOCADO Orig;1860
2022-01-05;5;FRUTTA VARIA;30
2022-01-05;6;ORTAGGI VARI;151
2022-01-05;7;BANANITO MARE;9
2022-01-05;9;ERBE AROMATICHE;50
2022-01-05;10;CURCUMA ORIGINALE;1
2022-01-05;11;CARAMBOLA;9
2022-01-05;13;CILIEGIE;2
2022-01-05;23;INDIVIA BELGA;3
2022-01-05;25;LICIUS MARE;27
2022-01-05;26;LIME AVION;7
2022-01-05;27;MAIS PANNOCCHIE;5
2022-01-05;28;MANGO AVION;238
2022-01-05;29;MANGO NAVE;1447
2022-01-05;31;MELOGRANO MAG;380
2022-01-05;32;MELONI GIALLI;81
2022-01-05;36;PAPAYA FORMOSA Orig;374
2022-01-05;38;NASHI;4
2022-01-05;39;NOCI DI COCCO;165
2022-01-05;40;OKRA;1
2022-01-05;42;PASSION FRUIT;220
2022-01-05;43;PATATA DOLCE;742
2022-01-05;44;PHISALIS;39
2022-01-05;45;PIMENTO ANTILLE;156
2022-01-05;46;PLATANO;37
2022-01-05;47;POMELO;83
2022-01-05;48;GINGER;146
2022-01-05;49;MANIOCA;11
2022-01-05;50;RAFANO;2
2022-01-05;52;SCALOGNO;91
2022-01-05;53;SEDANO RAPA;23
2022-01-05;54;TAMARINDO DOLCE;4
2022-01-05;55;UVA VARIA;231
2022-01-05;60;EG CURCUMA;1
2022-01-05;67;MELONI CANTALUPO;5
2022-01-05;73;POMPELMI;198
2022-01-05;75;Art Descrittivo;0
2022-01-05;79;DATTERI CONGELATI;3
2022-01-05;80;VARI;3
2022-01-05;84;ZUCCHE VARIE;12
2022-01-05;89;AGLIO;11
2022-01-05;93;VERDURE CINESI;5
2022-01-05;98;GRANADILLA;10
2022-01-05;100;PITHAIA GIALLA-ROSSA;10
2022-01-05;101;LIME MARE;778
2022-01-05;103;PESCHE;2
2022-01-05;104;ALBICOCCHE;3
2022-01-05;105;NETTARINE;5
2022-01-05;107;LAMPONI;80
2022-01-05;108;MIRTILLI;173
2022-01-05;111;FRAGOLE;120
2022-01-05;114;ANGURIE;10
2022-01-05;120;TOPINAMBUR;14
2022-01-05;125;IMBALLAGGI;91
2022-01-05;127;AVOCADO HASS Orig;4619
2022-01-05;129;FIORI;22
2022-01-05;131;MACEDONIE ESOTICHE;296
2022-01-05;132;PAPAYA V/A Orig;68
2022-01-05;133;Imballi;91131
2022-01-05;134;CIPOLLINE PELATE;84
2022-01-05;136;MELE;208
2022-01-05;137;RADICI BIANCHE;11
2022-01-05;141;KIWANO;3
2022-01-05;143;PERE;120
2022-01-05;145;KIWI MAGA;7
2022-01-05;146;MANDARINI;1
2022-01-05;147;CONTRIBUTI VARI;1562
2022-01-05;151;PROCESSATO SERIATE;0
2022-01-05;153;PATATE;9
2022-01-05;165;CAVOLO CINESE;5
2022-01-05;195;AVOCADO HASS Confez;2161
2022-01-05;207;MINIVERDURE;6
2022-01-05;210;EG BANANE ROSSE;4
2022-01-05;211;EG BANANITO;7
2022-01-05;214;EG CILIEGIE;3
2022-01-05;215;EG COCCO;955
2022-01-05;216;EG DATTERI;56
2022-01-05;219;EG FRAGOLE;20
2022-01-05;222;EG GRANADILLA;2
2022-01-05;224;EG KIWANO;11
2022-01-05;225;EG KUMQUAT;5
2022-01-05;226;EG LAMPONI;78
2022-01-05;227;EG LICHIUS;20
2022-01-05;228;EG LIME;198
2022-01-05;233;EG MIRTILLI;160
2022-01-05;240;EG PHISALIS;95
2022-01-05;241;EG PIMENTO;30
2022-01-05;243;EG PITHAIA ROSSA;21
2022-01-05;244;EG PLATANO;53
2022-01-05;247;EG RAD GINGER;165
2022-01-05;249;EG RAMBUTAN;1
2022-01-05;252;EG TAMARILLO;1
2022-01-05;253;EG TAMARINDO;5
2022-01-05;254;EG TOPINAMBUR;13
2022-01-05;255;SF COCCO;94
2022-01-05;256;SF GINGER;124
2022-01-05;258;SF MANIOCA;18
2022-01-05;259;SF PLATANO;38
2022-01-05;260;AVOCADO Confez;218
2022-01-05;261;SE MANGO;418
2022-01-05;262;PAPAYA Confez;24
2022-01-05;263;SE ANANAS BABY;9
2022-01-05;264;EG COCCO PRETAGLIATO;10
2022-01-05;265;EG MELOGRANO;1
2022-01-05;266;EG PASSION;113
2022-01-05;282;EG DISIDRATATO;7
2022-01-05;283;BANANITO ALBANO;36
2022-01-05;284;SE MANGO V/A;64
2022-01-05;285;PAPAYA V/A Confez;42
2022-01-05;300;NEGOZIO BANANITO;14
2022-01-06;1;ANANAS AVION;1
2022-01-06;2;ANANAS MARE;364
2022-01-06;4;AVOCADO Orig;1116
2022-01-06;5;FRUTTA VARIA;7
2022-01-06;6;ORTAGGI VARI;34
2022-01-06;8;BANANITO AVION;1
2022-01-06;11;CARAMBOLA;28
2022-01-06;13;CILIEGIE;2
2022-01-06;25;LICIUS MARE;114
2022-01-06;26;LIME AVION;2
2022-01-06;28;MANGO AVION;12
2022-01-06;29;MANGO NAVE;1203
2022-01-06;31;MELOGRANO MAG;13
2022-01-06;32;MELONI GIALLI;36
2022-01-06;33;MELONI VERDI;2
2022-01-06;36;PAPAYA FORMOSA Orig;66
2022-01-06;38;NASHI;47
2022-01-06;39;NOCI DI COCCO;137
2022-01-06;42;PASSION FRUIT;163
2022-01-06;43;PATATA DOLCE;253
2022-01-06;44;PHISALIS;86
2022-01-06;45;PIMENTO ANTILLE;16
2022-01-06;46;PLATANO;20
2022-01-06;47;POMELO;337
2022-01-06;48;GINGER;119
2022-01-06;50;RAFANO;3
2022-01-06;52;SCALOGNO;20
2022-01-06;53;SEDANO RAPA;2
2022-01-06;54;TAMARINDO DOLCE;1
2022-01-06;60;EG CURCUMA;2
2022-01-06;67;MELONI CANTALUPO;6
2022-01-06;73;POMPELMI;5
2022-01-06;75;Art Descrittivo;0
2022-01-06;76;ANANAS BABY;9
2022-01-06;79;DATTERI CONGELATI;22
2022-01-06;80;VARI;1
2022-01-06;93;VERDURE CINESI;2
2022-01-06;98;GRANADILLA;8
2022-01-06;100;PITHAIA GIALLA-ROSSA;29
2022-01-06;101;LIME MARE;546
2022-01-06;107;LAMPONI;94
2022-01-06;108;MIRTILLI;10
2022-01-06;111;FRAGOLE;3
2022-01-06;120;TOPINAMBUR;15
2022-01-06;125;IMBALLAGGI;85
2022-01-06;127;AVOCADO HASS Orig;1981
2022-01-06;131;MACEDONIE ESOTICHE;153
2022-01-06;132;PAPAYA V/A Orig;93
2022-01-06;133;Imballi;84301
2022-01-06;134;CIPOLLINE PELATE;16
2022-01-06;136;MELE;3
2022-01-06;137;RADICI BIANCHE;1
2022-01-06;138;BANANE ROSSE;1
2022-01-06;142;KUMQUAT;4
2022-01-06;145;KIWI MAGA;1
2022-01-06;147;CONTRIBUTI VARI;292
2022-01-06;151;PROCESSATO SERIATE;0
2022-01-06;153;PATATE;6
2022-01-06;195;AVOCADO HASS Confez;2935
2022-01-06;207;MINIVERDURE;77
2022-01-06;211;EG BANANITO;1
2022-01-06;212;EG CARAMBOLA;7
2022-01-06;214;EG CILIEGIE;6
2022-01-06;215;EG COCCO;219
2022-01-06;216;EG DATTERI;16
2022-01-06;224;EG KIWANO;2
2022-01-06;225;EG KUMQUAT;2
2022-01-06;227;EG LICHIUS;28
2022-01-06;228;EG LIME;445
2022-01-06;231;EG LEMONGRASS;3
2022-01-06;233;EG MIRTILLI;12
2022-01-06;237;EG PATATE DOLCI;10
2022-01-06;240;EG PHISALIS;57
2022-01-06;241;EG PIMENTO;28
2022-01-06;243;EG PITHAIA ROSSA;17
2022-01-06;244;EG PLATANO;49
2022-01-06;245;EG POMELO;4
2022-01-06;247;EG RAD GINGER;252
2022-01-06;249;EG RAMBUTAN;1
2022-01-06;253;EG TAMARINDO;8
2022-01-06;254;EG TOPINAMBUR;8
2022-01-06;255;SF COCCO;43
2022-01-06;256;SF GINGER;81
2022-01-06;259;SF PLATANO;7
2022-01-06;260;AVOCADO Confez;489
2022-01-06;261;SE MANGO;570
2022-01-06;262;PAPAYA Confez;47
2022-01-06;263;SE ANANAS BABY;6
2022-01-06;265;EG MELOGRANO;12
2022-01-06;266;EG PASSION;172
2022-01-06;271;EG ORTAGGI VARI;4
2022-01-06;279;PAPAYA BAULETTO;4
2022-01-06;284;SE MANGO V/A;114
2022-01-06;285;PAPAYA V/A Confez;44
2022-01-07;1;ANANAS AVION;1
2022-01-07;2;ANANAS MARE;277
2022-01-07;4;AVOCADO Orig;2217
2022-01-07;5;FRUTTA VARIA;5
2022-01-07;6;ORTAGGI VARI;72
2022-01-07;7;BANANITO MARE;8
2022-01-07;8;BANANITO AVION;2
2022-01-07;9;ERBE AROMATICHE;71
2022-01-07;11;CARAMBOLA;4
2022-01-07;12;CHERIMOIA;9
2022-01-07;13;CILIEGIE;4
2022-01-07;18;DATTERI MEDJHUL;30
2022-01-07;25;LICIUS MARE;94
2022-01-07;26;LIME AVION;13
2022-01-07;28;MANGO AVION;150
2022-01-07;29;MANGO NAVE;1603
2022-01-07;31;MELOGRANO MAG;171
2022-01-07;32;MELONI GIALLI;38
2022-01-07;35;MELONI CHARANTE';15
2022-01-07;36;PAPAYA FORMOSA Orig;51
2022-01-07;38;NASHI;19
2022-01-07;39;NOCI DI COCCO;9
2022-01-07;41;PAPAYA Orig;5
2022-01-07;42;PASSION FRUIT;156
2022-01-07;43;PATATA DOLCE;684
2022-01-07;44;PHISALIS;40
2022-01-07;45;PIMENTO ANTILLE;3
2022-01-07;46;PLATANO;26
2022-01-07;47;POMELO;329
2022-01-07;48;GINGER;325
2022-01-07;50;RAFANO;2
2022-01-07;52;SCALOGNO;16
2022-01-07;53;SEDANO RAPA;4
2022-01-07;54;TAMARINDO DOLCE;2
2022-01-07;55;UVA VARIA;131
2022-01-07;60;EG CURCUMA;5
2022-01-07;67;MELONI CANTALUPO;46
2022-01-07;73;POMPELMI;36
2022-01-07;75;Art Descrittivo;0
2022-01-07;76;ANANAS BABY;8
2022-01-07;80;VARI;6
2022-01-07;84;ZUCCHE VARIE;3
2022-01-07;89;AGLIO;100
2022-01-07;93;VERDURE CINESI;4
2022-01-07;98;GRANADILLA;21
2022-01-07;99;MARACUJA;5
2022-01-07;100;PITHAIA GIALLA-ROSSA;50
2022-01-07;101;LIME MARE;875
2022-01-07;108;MIRTILLI;284
2022-01-07;120;TOPINAMBUR;21
2022-01-07;125;IMBALLAGGI;110
2022-01-07;127;AVOCADO HASS Orig;2692
2022-01-07;129;FIORI;6
2022-01-07;130;SUCCHI CENTRIFUGATI;3
2022-01-07;131;MACEDONIE ESOTICHE;222
2022-01-07;132;PAPAYA V/A Orig;125
2022-01-07;133;Imballi;104730
2022-01-07;134;CIPOLLINE PELATE;14
2022-01-07;136;MELE;5
2022-01-07;137;RADICI BIANCHE;17
2022-01-07;138;BANANE ROSSE;3
2022-01-07;142;KUMQUAT;54
2022-01-07;145;KIWI MAGA;10
2022-01-07;146;MANDARINI;0
2022-01-07;147;CONTRIBUTI VARI;163
2022-01-07;149;EG RAFANO;2
2022-01-07;151;PROCESSATO SERIATE;1
2022-01-07;153;PATATE;10
2022-01-07;195;AVOCADO HASS Confez;2991
2022-01-07;207;MINIVERDURE;7
2022-01-07;210;EG BANANE ROSSE;7
2022-01-07;211;EG BANANITO;7
2022-01-07;212;EG CARAMBOLA;5
2022-01-07;214;EG CILIEGIE;8
2022-01-07;215;EG COCCO;175
2022-01-07;216;EG DATTERI;30
2022-01-07;222;EG GRANADILLA;2
2022-01-07;224;EG KIWANO;12
2022-01-07;225;EG KUMQUAT;9
2022-01-07;226;EG LAMPONI;20
2022-01-07;227;EG LICHIUS;52
2022-01-07;228;EG LIME;522
2022-01-07;231;EG LEMONGRASS;5
2022-01-07;232;EG MARACUIA;1
2022-01-07;233;EG MIRTILLI;240
2022-01-07;237;EG PATATE DOLCI;9
2022-01-07;240;EG PHISALIS;60
2022-01-07;241;EG PIMENTO;41
2022-01-07;242;EG PITHAIA GIALLA;1
2022-01-07;243;EG PITHAIA ROSSA;56
2022-01-07;244;EG PLATANO;66
2022-01-07;245;EG POMELO;3
2022-01-07;247;EG RAD GINGER;273
2022-01-07;248;EG RAD MANIOCA;3
2022-01-07;249;EG RAMBUTAN;1
2022-01-07;252;EG TAMARILLO;3
2022-01-07;253;EG TAMARINDO;9
2022-01-07;254;EG TOPINAMBUR;18
2022-01-07;255;SF COCCO;37
2022-01-07;256;SF GINGER;155
2022-01-07;258;SF MANIOCA;1
2022-01-07;259;SF PLATANO;34
2022-01-07;260;AVOCADO Confez;614
2022-01-07;261;SE MANGO;770
2022-01-07;262;PAPAYA Confez;28
2022-01-07;263;SE ANANAS BABY;4
2022-01-07;264;EG COCCO PRETAGLIATO;19
2022-01-07;265;EG MELOGRANO;9
2022-01-07;266;EG PASSION;184
2022-01-07;271;EG ORTAGGI VARI;3
2022-01-07;278;MANGO BAULETTO;6
2022-01-07;281;DISIDRATATO SFUSO;11
2022-01-07;282;EG DISIDRATATO;182
2022-01-07;283;BANANITO ALBANO;53
2022-01-07;284;SE MANGO V/A;114
2022-01-07;285;PAPAYA V/A Confez;49
2022-01-07;300;NEGOZIO BANANITO;10
2022-01-08;1;ANANAS AVION;22
2022-01-08;2;ANANAS MARE;155
2022-01-08;3;ASPARAGI;33
2022-01-08;4;AVOCADO Orig;2658
2022-01-08;5;FRUTTA VARIA;36
2022-01-08;6;ORTAGGI VARI;130
2022-01-08;7;BANANITO MARE;88
2022-01-08;8;BANANITO AVION;43
2022-01-08;9;ERBE AROMATICHE;61
2022-01-08;10;CURCUMA ORIGINALE;1
2022-01-08;11;CARAMBOLA;6
2022-01-08;12;CHERIMOIA;12
2022-01-08;13;CILIEGIE;1
2022-01-08;16;SCATOLAME;6
2022-01-08;18;DATTERI MEDJHUL;5
2022-01-08;23;INDIVIA BELGA;13
2022-01-08;25;LICIUS MARE;55
2022-01-08;26;LIME AVION;6
2022-01-08;28;MANGO AVION;145
2022-01-08;29;MANGO NAVE;2609
2022-01-08;30;MANGOSTIN;1
2022-01-08;31;MELOGRANO MAG;349
2022-01-08;32;MELONI GIALLI;449
2022-01-08;33;MELONI VERDI;1
2022-01-08;35;MELONI CHARANTE';64
2022-01-08;36;PAPAYA FORMOSA Orig;107
2022-01-08;38;NASHI;33
2022-01-08;39;NOCI DI COCCO;89
2022-01-08;41;PAPAYA Orig;8
2022-01-08;42;PASSION FRUIT;222
2022-01-08;43;PATATA DOLCE;576
2022-01-08;44;PHISALIS;70
2022-01-08;45;PIMENTO ANTILLE;41
2022-01-08;46;PLATANO;35
2022-01-08;47;POMELO;294
2022-01-08;48;GINGER;323
2022-01-08;49;MANIOCA;9
2022-01-08;50;RAFANO;2
2022-01-08;52;SCALOGNO;33
2022-01-08;53;SEDANO RAPA;19
2022-01-08;54;TAMARINDO DOLCE;4
2022-01-08;55;UVA VARIA;25
2022-01-08;60;EG CURCUMA;5
2022-01-08;73;POMPELMI;100
2022-01-08;75;Art Descrittivo;0
2022-01-08;76;ANANAS BABY;7
2022-01-08;80;VARI;0
2022-01-08;84;ZUCCHE VARIE;8
2022-01-08;85;PATATINE;1
2022-01-08;89;AGLIO;12
2022-01-08;93;VERDURE CINESI;6
2022-01-08;97;TAMARILLO;1
2022-01-08;98;GRANADILLA;15
2022-01-08;99;MARACUJA;4
2022-01-08;100;PITHAIA GIALLA-ROSSA;74
2022-01-08;101;LIME MARE;715
2022-01-08;103;PESCHE;11
2022-01-08;104;ALBICOCCHE;11
2022-01-08;105;NETTARINE;11
2022-01-08;108;MIRTILLI;124
2022-01-08;114;ANGURIE;4
2022-01-08;120;TOPINAMBUR;31
2022-01-08;125;IMBALLAGGI;154
2022-01-08;127;AVOCADO HASS Orig;3411
2022-01-08;129;FIORI;6
2022-01-08;131;MACEDONIE ESOTICHE;233
2022-01-08;132;PAPAYA V/A Orig;139
2022-01-08;133;Imballi;119960
2022-01-08;134;CIPOLLINE PELATE;114
2022-01-08;136;MELE;193
2022-01-08;137;RADICI BIANCHE;33
2022-01-08;141;KIWANO;6
2022-01-08;142;KUMQUAT;20
2022-01-08;143;PERE;40
2022-01-08;144;PEPERONI;4
2022-01-08;145;KIWI MAGA;7
2022-01-08;147;CONTRIBUTI VARI;835
2022-01-08;149;EG RAFANO;3
2022-01-08;151;PROCESSATO SERIATE;1
2022-01-08;153;PATATE;16
2022-01-08;195;AVOCADO HASS Confez;3736
2022-01-08;207;MINIVERDURE;98
2022-01-08;211;EG BANANITO;8
2022-01-08;212;EG CARAMBOLA;10
2022-01-08;214;EG CILIEGIE;1
2022-01-08;215;EG COCCO;747
2022-01-08;216;EG DATTERI;13
2022-01-08;222;EG GRANADILLA;3
2022-01-08;224;EG KIWANO;3
2022-01-08;225;EG KUMQUAT;26
2022-01-08;227;EG LICHIUS;34
2022-01-08;228;EG LIME;452
2022-01-08;231;EG LEMONGRASS;5
2022-01-08;232;EG MARACUIA;1
2022-01-08;233;EG MIRTILLI;96
2022-01-08;237;EG PATATE DOLCI;32
2022-01-08;240;EG PHISALIS;75
2022-01-08;241;EG PIMENTO;148
2022-01-08;243;EG PITHAIA ROSSA;43
2022-01-08;244;EG PLATANO;94
2022-01-08;245;EG POMELO;4
2022-01-08;247;EG RAD GINGER;338
